,index,text,book,textLength
167,169,TECHNICAL GUIDELINES FOR INTEGRATED DISEASE SURVEILLANCE AND RESPONSE IN MALAWI,booklet3,79
168,170,THIRD EDITION,booklet3,13
169,171,SECTION 4:  	INVESTIGATE AND CONFIRM,booklet3,36
170,172,SUSPECTEDOUTBREAKS AND OTHER PUBLIC HEALTH,booklet3,42
171,173,EVENTS,booklet3,6
172,174,"DECEMBER, 2020",booklet3,14
173,175,SECTION 4: INVESTIGATE AND CONFIRM SUSPECTED OUTBREAKS AND OTHER PUBLIC HEALTH EVENTS,booklet3,85
174,176,4.0 Investigate and confirm suspected outbreaks and other public health events,booklet3,78
175,177,"This section describes what needs to be done when conducting an outbreak investigation. An outbreak is defined as an increase in the number of cases of a disease or an event above what is normally expected in that population in a given area over a particular period of time. When an outbreak or any public health event or condition is detected and notified, there are several steps which are required for an outbreak investigation (see figure 4.1). These steps are usually listed in order, but their order of implementation is often non-sequential. Knowing these steps prepares one to conduct an investigation properly, using common sense and logic to determine when, how often, and to what extent the different steps should be implemented in a real investigation. These steps can also be used to investigate other public health problems in the district such as when an increase in chronic or non-communicable disease is detected. ",booklet3,931
176,178,The results of an investigation of an outbreak or other public health event leads to identification and assessment of people who have been exposed to an infectious disease or affected by an unusual health event. The investigation provides relevant information to use for taking immediate action and improving longer-term disease prevention activities.,booklet3,351
177,179,The purpose of an investigation is to:,booklet3,38
178,180,Verify the outbreak or the public health event and risk.,booklet3,56
179,181,Identify and treat additional cases that have not been reported or recognized.,booklet3,78
180,182,Collect information and laboratory specimens for confirming the diagnosis.,booklet3,74
181,183,Identify the source of infection or cause of the outbreak.,booklet3,58
182,184,"Describe the epidemiological situation in time, place and person",booklet3,64
183,185,Describe how the disease is transmitted and the populations at risk,booklet3,67
184,186,Select appropriate response activities to control the outbreak or the public health event,booklet3,89
185,187,Strengthen prevention activities to avoid future reoccurrence of the outbreak. ,booklet3,79
186,188,"Decide to investigate a reported outbreak, or public health event ",booklet3,66
187,189,The districts have the overall responsibility for investigating outbreaks and public health events. The national level provides technical support and policy guidance. This guideline also applies to health facility level.,booklet3,220
188,190,"For some communicable diseases, a single suspected case is the trigger for taking action, reporting the case to a higher level, and conducting an investigation. This is because these are dangerous diseases with either the potential for rapid transmission or high case fatality rates if cases are not treated promptly. For other diseases, the trigger is when cases reach a defined threshold (e.g. a particular number of cases per 100,000 population) in a defined community, geographical area or season. Sometimes an appearance of a single case of a communicable disease which has been absent from a population for a long period, or caused by an agent (e.g. bacterium or virus) not previously recognized in that community or area, or the emergence of a previously unknown disease or event, may also constitute an outbreak and should be reported and investigated.",booklet3,860
189,191,Health staff should promptly investigate the problem and respond to the immediate cases. Preparations for taking a wider public health response should also be made. Alert and epidemic thresholds are also described in Section 11.0 of these 3rd Edition Malawi IDSR Technical Guidelines in detail. ,booklet3,295
190,192,"NOTE: The threshold for some diseases will not change between districts or health facilities because the thresholds trigger immediate notification, and are set by national policy",booklet3,178
191,193,"Still, some urgent health events require investigations to be started immediately. Regardless, districts should aim to investigate suspected outbreaks and events within 48 hours of notification from lower level.",booklet3,211
192,194,Conduct an investigation when:,booklet3,30
193,195,The district receives a report of a suspected outbreak due to a disease that is targeted for immediate notification,booklet3,115
194,196,An unusual increase is seen in the number of cases or deaths during routine analysis of data,booklet3,92
195,197,Alert or epidemic thresholds have been reached for specific priority diseases. The initial trigger for a new epidemic prone disease could be the laboratory,booklet3,155
196,198,Communities or social media report rumours of deaths or a large number of cases that are not being seen in the health facility,booklet3,126
197,199,"A cluster of illnesses or deaths occurs for which the cause is not explained or is unusual (for example, an adult death due to bloody diarrhoea, cluster of illness among health care workers, cluster of animal (domestic and/or wildlife) deaths e.g. birds die offs due to avian influenza, livestock deaths due to anthrax, unusual abortion events in livestock)",booklet3,357
198,200,(ii)  Verify the reported information,booklet3,37
199,201,"Investigating outbreaks requires human, logistic and financial resources. When a suspected outbreak or event is reported, promptly verify that the information is accurate and reflects conditions suggesting a true outbreak or event. This will help to ensure that resources are used effectively. To verify the information, consider the following factors:",booklet3,352
200,202,"Source of information (for example, is the source of the rumour reliable? Is the report from a health facility or a community or social media?)",booklet3,143
201,203,Severity of the reported illness and use of standard case definition for reporting,booklet3,82
202,204,Number of reported cases and deaths,booklet3,35
203,205,The age and sex of reported cases or deaths,booklet3,43
204,206,Mode of transmission of suspected pathogen and risk for wider transmission,booklet3,74
205,207,Political or geographic considerations,booklet3,38
206,208,Importance of maintaining good partner and community relations,booklet3,62
207,209,Available resources.,booklet3,20
208,210,Is it of national or international concern?,booklet3,43
209,211,"After taking the above factors into consideration, the situation may require a more urgent response than might otherwise have occurred. For example, reports of a suspected viral haemorrhagic fever case are treated with more urgency than reports of a less virulent disease because of the potential for high rates of death and rapid transmission.",booklet3,344
210,212,"Regardless of the factors, all suspected outbreaks or events (including immediately notifiable diseases or events) reported from health facilities need to be reported to the next level within 24 hours.",booklet3,201
211,213,"(iii) Record reported outbreaks, public health events and alerts",booklet3,64
212,214,"Prepare a method for tracking the reporting of suspected outbreaks, events and rumours to the district/national level. The purpose for tracking reported outbreaks is to ensure that the report of each suspected outbreak, public health event or alert is followed by some action and resolution. Keeping this record will help to gather information for evaluating the timeliness and completeness of the outbreak investigation and response process.",booklet3,442
213,215,"A sample form for tracking reports of outbreaks and rumours is in Annex 4A of this section. If the district is using a district analysis workbook for recording and analysing long-term trends, the district should include the tracking form in the District Log book of alerts and rumours",booklet3,284
214,216,"Where feasible, outbreak alerts should be recorded and managed using electronic event management systems (refer to Section 9 of these 3rd Edition Malawi IDSR Technical Guidelines). ",booklet3,181
215,217,4.1 Prepare to conduct an investigation,booklet3,39
216,218,4.1.1 Mobilize Public Health Emergency Rapid Response Team (PHERRT)  ,booklet3,69
217,219,"Before embarking on an outbreak investigation, consider necessary preparations. These include preparing the team with appropriate information, and data about the suspected disease so that everyone knows what to look for, and what precautions are needed. If the disease is known, the team needs to pay particular attention to symptoms, case definitions, modes of transmission, diagnostic tests, control measures, etc.",booklet3,416
218,220,"Mobilize the District Public Health Emergency Rapid Response Team (PHERRT) and make arrangements for investigating the report. The District Public Health Emergency Rapid Response Team (PHERRT) is a technical, multi-disciplinary team that is available for quick mobilization and deployment to support the field response to a suspected or confirmed outbreak or event. Include the district coordinator for the disease or event being investigated and any other relevant staff who have already been identified and trained to be part of the rapid response team in the investigation planning. (Note: periodically review and update the immunization status of personnel who take part in infectious diseases outbreak investigation and response activities.). It is advisable to have a database of trained public health workers who can rapidly be mobilized to fulfil the following functions; ",booklet3,880
219,221,"Coordination, ",booklet3,14
220,222,Surveillance/Epidemiology,booklet3,25
221,223,Laboratory confirmation ,booklet3,24
222,224,Case management,booklet3,15
223,225,Infection Prevention Control (IPC),booklet3,34
224,226,Environmental health and sanitation ,booklet3,36
225,227,Risk communication and Community Engagement  ,booklet3,45
226,228,Animal health (as applicable),booklet3,29
227,229,Logistics ,booklet3,10
228,230,Security (as applicable),booklet3,24
229,231,"In resource-constrained settings, experts that can fulfil more than one function may be co-opted into the PHERRT. ",booklet3,114
230,232,The composition of the PHERRT should have at least the following; ,booklet3,66
231,233,IDSR Coordinator – Team Leader,booklet3,30
232,234,A clinician/nurse ,booklet3,18
233,235,IPC Coordinator,booklet3,15
234,236,Community health nurse,booklet3,22
235,237,Surveillance officer,booklet3,20
236,238,Epidemiologist ,booklet3,15
237,239,Data manager,booklet3,12
238,240,Laboratory personnel,booklet3,20
239,241,Environmental Health Officer,booklet3,28
240,242,Veterinary/Livestock/Wildlife Officer,booklet3,37
241,243,Health Promotion Officer,booklet3,24
242,244,Mental Health Coordinator,booklet3,25
243,245,Health Services Administrator,booklet3,29
244,246,Pharmacist,booklet3,10
245,247,"Others based on specific characteristics of the outbreak (e.g. expert in water sector–if cholera outbreak or if suspected poisoning from mines- expert on chemicals or radio-nuclear, Pharmacy and Medicines Regulatory Authority)",booklet3,226
246,248,Section 5 will describe in detail the composition of other teams in responding to an outbreak and other public health events.,booklet3,125
247,249,"With the team, develop terms of reference that define the objectives of the investigation so that the essential information will be gathered for investigating the outbreak and implementing the most appropriate and relevant response. Discuss also, who are the stakeholders or parties involved. The national level may deploy a team to support the districts to investigate and respond to the outbreak/public health emergency as per the national policy. This includes standard guidelines and Standard Operating Procedures (SOP)/methods that are relevant to the disease or condition being investigated (for example, SOP for collecting the correct laboratory specimen, case management guidelines, case investigation forms, line-listing forms) – refer to the existing documents/ guidelines for the specific condition/event.",booklet3,816
248,250,4.1.2 Specify tasks of the people and what they are expected to do,booklet3,66
249,251,"Inform health workers about their responsibilities during the investigation and the functions they will support. Specify tentative timelines for the work. Contribute to the positive motivation for doing the investigation. For example, make sure that the investigation team understands the link between the investigation results and the selection of response activities for preventing additional cases and saving lives. Ensure that all health and non-health staffs in the team have access to and know how to use required Personal Protection Equipment (PPE) and universal precautions relevant for the possible cause of the suspected outbreak or event.",booklet3,649
250,252,4.1.3 Define supervision and communication lines,booklet3,48
251,253,"Make a plan for how the team will communicate during an investigation. Prepare a diagram showing who will report to whom and how information will move both within the investigation team and between the district and other levels, including the most local level. For example, define who will communicate with the Ministry of Health, the media and the community. State the methods for communicating and how often it should be done during an outbreak to keep officials informed. Methods may include daily updates by radiophone, mobile phone, facsimile, electronic mail or conference calls. Show on the diagram the lines of authority and the roles of each staff on the team. Define the role of non-health workers and how they should be supervised.",booklet3,742
252,254,It is essential to have in place a communication procedure for communication with the community and key partners. This is important for ensuring the sharing of critical information about identifying and responding to risks associated with the outbreak or event.,booklet3,261
253,255,4.1.4 Decide where the investigation will take place,booklet3,52
254,256,"Review information already known about the suspected outbreak or public health event, including mode of transmission and risk factors. Use this information to define the geographical boundaries and target population for conducting the investigation. Begin the investigation in the most affected place.",booklet3,301
255,257,"Contact nearby health facilities/veterinary office to determine if they have seen similar cases or an increase in cases with the same diagnosis. Involve the community and local health facility staff in planning and conducting the investigation. Listen to and seek out information about local customs, culture, and routines that could affect the success of the outbreak investigation.",booklet3,383
256,258,4.1.5 Obtain the required authorizations,booklet3,40
257,259,"Observe the appropriate authorizations, clearances, ethical norms and permissions that are required to do the investigation. In addition to official authorizations, make sure to include agreements with community member of influence in the community.",booklet3,249
258,260,4.1.6 Finalize forms and methods for collecting information and specimens,booklet3,73
259,261,"Select those variables needed to identify, record and analyse the disease being investigated (A selection of case investigation forms with key variables noted are in the Annex 4E). Depending on staff responsibilities, review how to:",booklet3,232
260,262,"Record case information on a line list for later use in summarizing variables for use in time, place and person analysis",booklet3,120
261,263,"Fill appropriate request forms, label laboratory samples properly and use a unique ID number for a given case",booklet3,109
262,264,Prepare (and update as needed) an epidemic curve,booklet3,48
263,265,Construct a spot map showing location of geographic variables such as location of cases and deaths,booklet3,98
264,266,"Develop analysis tables for risk factors, age group, sex, immunization status and so on.",booklet3,88
265,267,4.1.7 Arrange transportation and other logistics,booklet3,48
266,268,"Make travel arrangements for getting to and from the site of the investigation and for travelling during the investigation. Make sure transportation for moving specimens to the appropriate laboratories has been arranged in advance of the team’s departure. Other logistics such as medical supplies, vaccines, PPEs should also be available ",booklet3,338
267,269,4.1.8 Gather supplies for collecting laboratory specimens,booklet3,57
268,270,Some districts may already have in place a rapid response kit that contains supplies and equipment for carrying out an investigation (including laboratory supplies).,booklet3,165
269,271,"If a kit is not available in your district, look at the disease specific program guidelines and talk to laboratory personnel to find out the requirements for laboratory supplies for proper collection, storage, and transport of relevant specimens (refer to Annex 4B).",booklet3,266
270,272,Use of personal protective equipment (PPE) and disinfection materials is strongly recommended (refer to Annex 4C).,booklet3,114
271,273,Refer to the disease specific guidelines in Section 11.0 of these 3rd Edition Malawi IDSR Technical Guidelines for laboratory requirements.,booklet3,139
272,274,4.2 Verify and confirm the outbreak or event,booklet3,44
273,275,4.2.1 Review the clinical history and epidemiology,booklet3,50
274,276,Examine the patient or patients’ records to confirm that their signs and symptoms meet the case definition. Ask the patient or a family member who can speak for the patient:,booklet3,173
275,277,Where do you live?,booklet3,18
276,278,When did the symptoms begin?,booklet3,28
277,279,"Who else is sick in your home, school, workplace, village, neighbourhood?",booklet3,73
278,280,Where have you travelled to recently?,booklet3,37
279,281,Where have you been living recently prior to the onset of symptoms (residence at time of infection)?,booklet3,100
280,282,Were you visited by anyone recently?,booklet3,36
281,283,Who took care of you when you started feeling sick?,booklet3,51
282,284,Have you been in contact with sick or dead animals (both domestic and wildlife) recently (for zoonosis)?,booklet3,104
283,285,Have you been in contact with any sick or dead person?,booklet3,54
284,286,Has anybody died in the community you live recently?,booklet3,52
285,287,Did you participate in the burial ceremony (What role did you play?),booklet3,68
286,288,"For suspected AEFIs, what vaccines have you received recently?",booklet3,62
287,289,"If food borne outbreak, what food did you take recently (specify period); How many others consumed?",booklet3,99
288,290,"If water borne, what was the source of water?",booklet3,45
289,291,Note:  Always use the minimum PPEs,booklet3,34
290,292,4.2.2 Collect laboratory specimens and obtain laboratory results to confirm the diagnosis,booklet3,89
291,293,"If the disease can be confirmed by laboratory testing, refer to the laboratory requirements in Section 11.0 of these 3rd Edition Malawi IDSR Technical Guidelines to determine the diagnostic test and the specimen that is required. The disease specific laboratory requirements also describe how to collect, store and transport the relevant specimen, and how many specimens to collect to confirm an outbreak for that particular disease. Some samples using a triple package technique (See Annex 4H). Note that some diseases may require additional food or environmental samples to aid in diagnosis and ensure that these samples are also collected e.g. water and food samples for water borne and food borne outbreaks respectively.",booklet3,724
292,294,Review laboratory results with the investigation team at the health facility. Are the laboratory results consistent with the clinical findings? Seek additional assistance from national level program managers or technical experts if you have any questions about the laboratory results.,booklet3,284
293,295,4.3 Define and search for additional cases,booklet3,42
294,296,4.3.1 Define a Case,booklet3,19
295,297,"After establishing that there is an outbreak, and verifying the correct diagnosis, a crucial step is to define what constitutes a case in this investigation. In section 11.0 of these 3rd Edition Malawi IDSR Technical Guidelines, a list of standard case definitions for most IDSR priority diseases is already available. Even in situations where a case definition might be available, in specific outbreaks, other details are necessary to be included in the case definitions and these include geographical location, attendance at an event or travel to a certain location. In some circumstances, you might encounter a new disease not listed in the Section 11.0 of these 3rd Edition Malawi IDSR Technical Guidelines and you will need to develop an operational case definition. The common elements of a case definition include information on symptoms, date of onset of symptoms, laboratory results, and the essential elements of person, place, and time.",booklet3,947
296,298,4.3.2 Isolate and treat cases as necessary,booklet3,42
297,299,"Use the case definition to isolate cases. Isolation is a critical step in limiting spread of disease and keeping healthcare facilities open and healthcare workers available. Depending on the suspected disease, immediate isolation may be required to protect staff, patients, and community members. Ensure the cases in isolation units have access to facilities like water and sanitary facilities. The health facility should be provided with advice, support and supplies. Use standard case management and infection prevention and control guidelines to manage cases. ",booklet3,563
298,300,"Use standard precaution with all patients in the health facility and in the community, especially during an infectious disease outbreak.",booklet3,136
299,301,4.3.2 Search for additional cases,booklet3,33
300,302,"Once the initial cases have been clinically confirmed and treatment has begun, actively search for additional cases.",booklet3,116
301,303,(i) Search for suspected cases and deaths in the health facility records,booklet3,72
302,304,"In the health facilities where cases have been reported, search for additional suspected cases and deaths in the registers. Look for other patients who may have presented with the same or similar signs and symptoms as the disease or condition being investigated. The team should request health workers to search for similar cases in the neighbouring health facilities and in health facilities where the person may have passed there during travelling.",booklet3,450
303,305,See Annex 4D at the end of this section for instructions on conducting a register review. Make sure to follow up any cases that have been allowed to go home.,booklet3,157
304,306,(ii) Search for contact persons and suspected deaths in the community,booklet3,69
305,307,"Identify all areas of likely risk where the patients have lived, worked, or travelled like parties, family outside the country, visiting zoo, poultry farm, laboratory, or hunting sites. Also talk to other informants in the community such as chemical sellers, school teachers, veterinarians (to know about the animal health situation), farmers, and community leaders.",booklet3,366
306,308,"The areas for the search may be influenced by the disease, its mode of transmission, and factors of risk related to time, place and person. Visit those places and talk to people who had, or were likely to have had, contact with the patient. Ask if they or anyone they know has had an illness or condition like the one being investigated. Find out if anyone else in the area around the case has been ill with signs or symptoms that meet the case definition. Find out if there were any recent deaths. If they say yes, find out what were the signs and symptoms of the person(s) that died. Enquire about the people that took care of these people when they were sick and also the preparation of the dead before and during the burial ceremony. Collect information that will help to describe the magnitude and geographic extent of the outbreak.",booklet3,837
307,309,Refer newly identified cases to the health facility for treatment. See Annexes 4E and 4F of this section for examples of forms for recording and following-up on contacts for additional cases.,booklet3,191
308,310,4.4 Develop a line list and record information about the additional cases,booklet3,73
309,311,"For each new case, either in the health facility register or in searches from the community, that fits the surveillance case definition, record the collected information on a line list register, as well as in the case-based reporting form or other recommended form. Where possible, include geo-mapping coordinates. A line list register will keep track of pertinent basic data for cases and potential cases as they are identified (See Annex 4E for a sample line list register). For infectious diseases, list any contacts on the contact listing form and ensure they are monitored daily for the required time for signs and symptoms of the disease (See Annex 4F and 4G)",booklet3,665
310,312,Record information of all cases on a “case based surveillance reporting form” (See sample Annex 2F). At least record the following:,booklet3,131
311,313,"The patient’s name, physical address, (village or neighbourhood, GVH, TA, district) for locating information. If a specific address is not available, record information that can be used to contact patients if additional information is needed or to notify the patient about laboratory and investigation results",booklet3,309
312,314,The patient’s age and sex. This information is used to describe the characteristics of the population affected by the disease,booklet3,125
313,315,The date of onset of symptoms and date the patient was first seen at the health facility,booklet3,88
314,316,"The status of the patient whether dead or alive. If dead, record date of death. ",booklet3,80
315,317,Relevant risk factor information such as immunization status if the disease being investigated is a vaccine-preventable disease; occupation if you suspect occupation is related to that particular outbreak.,booklet3,205
316,318,The name and designation of the person reporting the information.,booklet3,65
317,319,Complete the case based surveillance form for any new cases (see Annex 2F) and record the details on the line list (Annex 4E) ,booklet3,126
318,320,Some diseases have their own more detailed case investigation form. Detailed forms outlining particular information for investigating specific diseases are in the Annexes at the end of Section 11.0 of these 3rd Edition Malawi IDSR Technical Guidelines.,booklet3,252
319,321,4.5 Analyse data about the outbreak ,booklet3,36
320,322,The methods for analysing outbreak data are similar to how the analysis of summary data is described in Section 3. Data about the outbreak is analysed and re-analysed many times during the course of an outbreak.,booklet3,211
321,323,"During the initial analysis, summarize the outbreak or events and look for clues about where the outbreak or event is occurring, how it is spreading, the source of the outbreak (from a single source, for example (a well or a funeral), and the persons at risk of becoming ill (for example, young children, refugees, person living in rural areas, and so on).  Present the data, taking into account time, place and person analysis (refer to Section 3) in the following way:",booklet3,470
322,324,Draw a histogram representing the course of the disease (an “Epi” curve).,booklet3,73
323,325,Plot the cases on a spot map.,booklet3,29
324,326,"Make tables of the most relevant characteristics for cases (for example, comparing age group with vaccination status, sex ratio, comparing type of occupation in relation to cases etc.).",booklet3,185
325,327,Calculate case fatality rates (refer to the steps in Section 3),booklet3,63
326,328,"In outbreak situation, apart from Case fatality rates, you may also wish to calculate attack rates. See section 3, on how to calculate the Attack rate.",booklet3,151
327,329,4.5.1 Interpret analysis results,booklet3,32
328,330,Review the analysis results while identifying potential risk factors for an outbreak. For example:,booklet3,98
329,331,What was the causal agent of the outbreak?,booklet3,42
330,332,What was the source of infection?,booklet3,33
331,333,What was the transmission pattern?,booklet3,34
332,334,What control measures were implemented and to what effect?,booklet3,58
333,335,(i) Interpret the time analysis results,booklet3,39
334,336,"Look at the histogram and observe the shape of the epidemic curve. Draw conclusions about when exposure to the agent that caused the illness occurred, the source of infection and related incubation period.",booklet3,205
335,337,"If the shape of the curve suddenly increases to develop a steep up-slope, and then descends just as rapidly, exposure to the causal agent was probably over a brief period of time. There may be a common source of infection.",booklet3,222
336,338,"If the shape of the epidemic curve is a plateau rather than a sharp peak, exposure to the common source is more likely to be over a long period of time.",booklet3,152
337,339,"If the curve presents as a series of progressively taller peaks separated by periods of incubation, the illness resulted from person-to-person transmission.",booklet3,156
338,340,Below are some of the examples of the shapes of epidemic curves and possible interpretation:,booklet3,92
339,341,Figure 4.2: Types of Epidemic Curves and the manner of spread,booklet3,61
340,342,￼,booklet3,1
341,343,(ii) Interpret the place analysis results,booklet3,41
342,344,Use the map to:,booklet3,15
343,345,Describe the geographic extent of the problem and identify high risk areas.,booklet3,75
344,346,Identify and describe any clusters or patterns of transmission or exposure.,booklet3,75
345,347,"Depending on the organism that has contributed to this outbreak, specify the proximity of the cases to likely sources of infection.",booklet3,131
346,348,(iii) Interpret the person analysis results,booklet3,43
347,349,"Information developed from the person analysis is essential for planning the outbreak response because it describes more precisely the high-risk group(s) for transmission of this disease or condition. For example, if yellow fever cases occurred in patients less than 15 years of age, then the immunization response might need to target children less than 15 years of age.",booklet3,371
348,350,Below is an example of data analysis by person (age) which shows how the results could be used to plan for interventions. Table 4.1 below shows highest rates of disease among persons aged 15 years and above:,booklet3,207
349,351,"Table 4.1: Cholera attack rate by age group, Mankhokwe Camp, Malawi, March-May 1988",booklet3,83
350,352,"Age group (years)﷐Number of cases﷐Population﷐Attack rate (%)﷐< 5﷐131﷐5,303﷐2.5%﷐5-14﷐261﷐12,351﷐2.1%﷐> 15﷐392﷐12,091﷐3.2%﷐Total﷐784﷐29,745﷐2.6%",booklet3,143
351,353,"Source: Reproduced with persmission of the publisher, from Moren et al, 1991",booklet3,76
352,354,(iv) Analyse data and generate hypothesis,booklet3,41
353,355,"Conduct descriptive analyse of data (Person, Place and Time)",booklet3,60
354,356,"From the observations gathered during the descriptive process, a hypothesis can be generated about the causes of observed patterns and the factors that increase risk for given outbreak. E.g. in Table 4.1 above, one might hypothesize that the older you are, the more likely you fell ill and one might want to determine if age is associated with illness.",booklet3,352
355,357,Using descriptive analysis generate hypothesis of outbreak ,booklet3,59
356,358,"To test a hypothesis, one must use an analytic epidemiology process to answer questions of how and why the population was affected",booklet3,130
357,359,(v) Test and refine hypothesis with analytic study ,booklet3,51
358,360,"Based on descriptive epidemiology and situation, select appropriate study design",booklet3,80
359,361,Obtain resources to conduct and analyse study,booklet3,45
360,362,Draw conclusion from study and as needed refine hypothesis ,booklet3,59
361,363,"In conducting analytic studies, there are various study designs which can be used. These include case control studies, or cohort studies or experimental studies. An examples of an analytical study (case-control) to test hypothesis can be found in Annex 4I. Refer to the references for further guidance on how to conduct analytical study designs.",booklet3,345
362,364,4.6 Report writing and dissemination of findings,booklet3,48
363,365,"All reports (Preliminary, Interim and final) should always be disseminated, even if no conclusive risk factors have been identified for a given outbreak. Prepare also situation reports (SitReps) of the given outbreak and share with relevant stakeholders. Section 7, describes various channels of communication during outbreak.",booklet3,326
364,366,"If risk factors are already known, formulate conclusions and recommendations about the outbreak:",booklet3,96
365,367,Situation is confirmed as an outbreak or public health problem.,booklet3,63
366,368,"Population affected and at risk, place and time.",booklet3,48
367,369,"Possible causes of the outbreak/public health problem, laboratory results, source of infection, mode of transmission, attack rate, case fatality rate and possible risk factors.",booklet3,176
368,370,Measures already initiated to contain the outbreak.,booklet3,51
369,371,"Recommendations: For controlling the situation further investigation/studies may be recommended. The district rapid response team should then immediately prepare an outbreak investigation report. This detailed report of the outbreak investigation should be prepared and disseminated immediately to the health facility where the outbreak occurred, district, national and also WHO. ",booklet3,380
370,372,A suggested outline for writing an investigation report is described in Annex 7D of Section 7.,booklet3,94
371,373,"To understand the spread of the disease you should draw a transmission tree starting with the index case. Moreover, the transmission tree assists in understanding the relative contributions of different settings to the spread of the disease in the given geographical area and hence regulates the infection transmission and the control measures. Reconstruction of a transmission chain or tree can be done provided the information is obtained from line list, and also a review of the timeline of dates of illness or contact with other cases, field investigations, and rapid risk assessment. The transmission tree is important as it assists in documenting the routes of transmission in a given geographical area and hence enables planned interventions. ",booklet3,750
372,374,The tree needs to be updated frequently and if a new cluster of cases starts in any part of the district try to ask questions to establish an epidemiological link (See Annex 4J for an example of how to draw a transmission tree).,booklet3,228
373,375,4.7 Implement prevention and control measures,booklet3,45
374,376,"Once an outbreak is identified, control measures are important for interrupting disease transmission and or limiting exposure to the source of infection and preventing occurrence of future outbreaks. If a pathogen or other suspected source of the outbreak is identified, control measures should target specific agents, sources, or reservoirs of infection. Section 11.0 of these 3rd Edition Malawi IDSR Technical Guidelines gives a description of some of the control measures for each priority diseases and references for further reading.",booklet3,537
375,377,Note: ,booklet3,6
376,378,"Control measures should be implemented at the first available point in the investigation and should occur concurrently with other investigation steps. Often, non-specific control measures can be put into place regardless of the type of disease or source. ",booklet3,255
377,379,"Ensure multi-sectoral engagement throughout response i.e. from community level to other non-health stakeholders who might be key for the particular outbreaks. Examples if you want to enforce by law, you might need assistance from the ministry responsible for security. ",booklet3,269
378,380,"At some point, during the outbreak setting, public health response might include also testing new potential countermeasures including vaccines and therapeutics. Thus, the conduct of biomedical research can be an important and discrete component of the response. Public health efforts must always remain at the forefront of the overall outbreak response. The research must be conducted in a scientifically and ethically sound manner to reach definitive conclusions about efficacy and safety as expeditiously as possible. It is the role of the National Level to liaise with the Ethical Committees Body within the country to provide a useful guide for analogous principles in outbreak situations in such settings ",booklet3,710
379,381,4.8 Conduct an assessment to determine if the event is a potential Public Health Emergency    of International Concern (PHEIC) ,booklet3,127
380,382,Risk assessment should be initiated as soon as possible by the designated investigation team to address the following questions:,booklet3,128
381,383,Is the public health impact of the event serious?,booklet3,49
382,384,Is the event unusual or unexpected?,booklet3,35
383,385,Is there a significant risk of international spread?,booklet3,52
384,386,Is there a significant risk of international travel or trade restrictions?,booklet3,74
385,387,"The national level may be called upon to participate in the risk assessment at the end of which the decision will be made on whether the event is potential PHEIC hence warranting its notification (IHR decision instrument, http://www.who.int/ihr/revised_annex2A_guidance.pdf)",booklet3,274
386,388,4.9 Maintain and intensify surveillance ,booklet3,40
387,389,"The national level should maintain contact with the district for daily updates (cases, deaths, number admitted, number discharged, areas affected, etc.) until end of the epidemic.",booklet3,179
388,390,"Ensure that the same IDSR mechanism is used to enhance surveillance of events, and that the system is flexible enough to allow adaptation of additional variables to be collected using the existing system. This will avoid parallel reporting which can lead to confusion on the progress of the outbreak",booklet3,299
389,391,"Periodically, report on progress of response, and prepare daily situation reports which can be used to evaluate the response ",booklet3,125
390,392,"Update the line list, conduct data analysis by time, person and place ",booklet3,70
391,393,Monitor effectiveness of the outbreak or response activity,booklet3,58
392,394,"During investigation, it is important also to intensify surveillance with neighbouring districts to ensure the outbreak does not spill to another district. It is important to share information and also plan for joint surveillance and response activities. Neighbouring districts may also initiate the establishment of the cross-border disease surveillance and response committees so that there is sharing of surveillance data, epidemiological and other related information during the outbreak. ",booklet3,493
393,395,4.10 Conducting regular risk assessment after the outbreak has been confirmed,booklet3,77
394,396,"As soon as the outbreak is confirmed, it is important to conduct regular assessment at each stage of the outbreak. The assessment is needed so as to aid in focusing interventions. The risk assessment should include;",booklet3,215
395,397,Evaluating the susceptibility of the population and potential for spread of the event both in the affected as well as neighbouring areas,booklet3,136
396,398,"Evaluating the risk of further transmission, morbidity and mortality. For this, factors that can be taken on board include population characteristics such as size, density, movement, and setting; under five mortality rates; period of the year (considering potential for seasonal outbreak) and plans for any festivals or other social events that will result in increased opportunities for spread; access to health services etc.",booklet3,426
397,399,"A risk assessment should be repeated as new information becomes available. It may also be repeated on a regular timetable. For some events, different risk assessment teams may be required to work collaboratively to assemble the information for a composite picture of the risk (e.g. clinical severity, transmission dynamics, and control measures). At the conclusion of the event, all the risk assessments should be formally reviewed. The systematic analysis of well-documented risk assessments identifies where improvements can be made in the management of acute public health events in future.",booklet3,593
398,400,4.11 Annexes to Section 4,booklet3,25
399,401,Annex 4A: 	District log of suspected outbreaks and rumours,booklet3,58
400,402,Annex 4B: 	Checklist of laboratory supplies for use in an outbreak investigation ,booklet3,81
401,403,Annex 4C: 	Recommended list of personal protective equipment,booklet3,60
402,404,Annex 4D: 	How to conduct a register review,booklet3,43
403,405,Annex 4E: 	Sample line list ,booklet3,28
404,406,Annex 4F: 	Contact recording sheet ,booklet3,35
405,407,Annex 4G: 	Contact tracing form (follow-up) ,booklet3,44
406,408,Annex 4H: 	Triple Packaging of samples during an Outbreak ,booklet3,58
407,409,Annex 4I:	Example of an Analytical study to test hypothesis ,booklet3,60
